"id";"word";"transcriptionUs";"transcriptionUk";"soundUsPath";"soundUkPath";"translates"
"727";"recent";"|ˈriːsnt|";"|ˈriːs(ə)nt|";"./sound/us/recent.mp3";"./sound/uk/recent.mp3";"последний, свежий, недавний, новый, современный"
"728";"reception";"|rɪˈsepʃn|";"|rɪˈsepʃ(ə)n|";"./sound/us/reception.mp3";"./sound/uk/reception.mp3";"прием, получение, восприятие, принятие, встреча, вечеринка, вечер"
"729";"receptionist";"|rɪˈsepʃənɪst|";"|rɪˈsepʃ(ə)nɪst|";"./sound/us/receptionist.mp3";"./sound/uk/receptionist.mp3";"регистратор, портье, секретарь в приемной"
"730";"red";"|red|";"|red|";"./sound/us/red.mp3";"./sound/uk/red.mp3";"красный, рыжий, алый, багровый, багряный, красный цвет, золото, красный шар"
"731";"refuse";"|rɪˈfjuːz|";"|rɪˈfjuːz|";"./sound/us/refuse.mp3";"./sound/uk/refuse.mp3";"отходы, мусор, отбросы, отказывать, отказываться, негодный, опровержимый"
"732";"reggae";"|ˈreɡeɪ|";"|ˈreɡeɪ|";"./sound/us/reggae.mp3";"./sound/uk/reggae.mp3";"регги, реггей, рэггей, рэгги"
"733";"regular";"|ˈreɡjələr|";"|ˈreɡjʊlə|";"./sound/us/regular.mp3";"./sound/uk/regular.mp3";"регулярный, обычный, очередной, регулярные войска, монах"
"734";"relation";"|rɪˈleɪʃn|";"|rɪˈleɪʃ(ə)n|";"./sound/us/relation.mp3";"./sound/uk/relation.mp3";"отношение, связь, соотношение, зависимость, родственник, родство, родственница"
"735";"relationship";"|rɪˈleɪʃnʃɪp|";"|rɪˈleɪʃ(ə)nʃɪp|";"./sound/us/relationship.mp3";"./sound/uk/relationship.mp3";"отношение, связь, взаимоотношение, родство, сношение"
"736";"relax";"|rɪˈlæks|";"|rɪˈlæks|";"./sound/us/relax.mp3";"./sound/uk/relax.mp3";"расслабляться, отдыхать, расслаблять, ослаблять, ослабляться, смягчать, смягчаться"
"737";"relaxed";"|rɪˈlækst|";"|rɪˈlækst|";"./sound/us/relaxed.mp3";"./sound/uk/relaxed.mp3";"расслабленный"
"738";"remember";"|rɪˈmembər|";"|rɪˈmembə|";"./sound/us/remember.mp3";"./sound/uk/remember.mp3";"запомнить, помнить, помниться, вспоминать, воспоминание"
"739";"rent";"|rent|";"|rent|";"./sound/us/rent.mp3";"./sound/uk/rent.mp3";"арендный, квартирный, прокат, арендная плата, сдавать в аренду"
"740";"repair";"|rɪˈper|";"|rɪˈpeə|";"./sound/us/repair.mp3";"./sound/uk/repair.mp3";"ремонт, восстановление, исправление, ремонтировать, восстанавливать, чинить"
"741";"repeat";"|rɪˈpiːt|";"|rɪˈpiːt|";"./sound/us/repeat.mp3";"./sound/uk/repeat.mp3";"повторять, повторяться, повторный, повторение, реприза"
"742";"research";"|rɪˈsɜːrtʃ|";"|rɪˈsɜːtʃ|";"./sound/us/research.mp3";"./sound/uk/research.mp3";"исследование, исследовательский, исследовать"
"743";"reservation";"|ˌrezərˈveɪʃn|";"|rezəˈveɪʃ(ə)n|";"./sound/us/reservation.mp3";"./sound/uk/reservation.mp3";"бронирование, резервация, запасный"
"744";"respond";"|rɪˈspɑːnd|";"|rɪˈspɒnd|";"./sound/us/respond.mp3";"./sound/uk/respond.mp3";"отвечать, реагировать, удовлетворять, отклик"
"745";"restaurant";"|ˈrestrɑːnt|";"|ˈrest(ə)rɒnt|";"./sound/us/restaurant.mp3";"./sound/uk/restaurant.mp3";"ресторан"
"746";"retire";"|rɪˈtaɪər|";"|rɪˈtaɪə|";"./sound/us/retire.mp3";"./sound/uk/retire.mp3";"уходить, удаляться, уходить в отставку, увольняться, увольнять, отступать"
"747";"retired";"|rɪˈtaɪərd|";"|rɪˈtaɪəd|";"./sound/us/retired.mp3";"./sound/uk/retired.mp3";"отставной, в отставке, уединенный, ушедший на пенсию, удалившийся от дел"
"748";"revise";"|rɪˈvaɪz|";"|rɪˈvaɪz|";"./sound/us/revise.mp3";"./sound/uk/revise.mp3";"пересматривать, изменять, исправлять, проверка, сверка, вторая корректура"
"749";"rhythm";"|ˈrɪðəm|";"|ˈrɪð(ə)m|";"./sound/us/rhythm.mp3";"./sound/uk/rhythm.mp3";"ритм, ритмичность, размер, цикличность, периодичность"
"750";"rice";"|raɪs|";"|raɪs|";"./sound/us/rice.mp3";"./sound/uk/rice.mp3";"рис, рисовый, размельчать"
"751";"rich";"|rɪtʃ|";"|rɪtʃ|";"./sound/us/rich.mp3";"./sound/uk/rich.mp3";"богатый, обильный, густой, роскошный, богатые, богатство, богачи, богач"
"752";"ride";"|raɪd|";"|raɪd|";"./sound/us/ride.mp3";"./sound/uk/ride.mp3";"ездить, ехать, кататься, катать, поездка, езда, прогулка, дорога, всадник"
"753";"right";"|raɪt|";"|raɪt|";"./sound/us/right.mp3";"./sound/uk/right.mp3";"правый, прямой, право, правильность, прямо, правильно, исправлять"
"754";"ring";"|rɪŋ|";"|rɪŋ|";"./sound/us/ring.mp3";"./sound/uk/ring.mp3";"кольцо, ринг, звон, круг, ободок, рым, конфорка, звонить, звенеть, звучать, раздаваться"
"755";"road";"|rəʊd|";"|rəʊd|";"./sound/us/road.mp3";"./sound/uk/road.mp3";"дорога, путь, шоссе, улица, рейд, дорожный"
"756";"rock";"|rɑːk|";"|rɒk|";"./sound/us/rock.mp3";"./sound/uk/rock.mp3";"рок, скала, камень, утес, качаться, качать, укачивать, каменный, горный"
"757";"role";"|rəʊl|";"|rəʊl|";"./sound/us/role.mp3";"./sound/uk/role.mp3";"роль"
"758";"room";"|ruːm|";"|ruːm|";"./sound/us/room.mp3";"./sound/uk/room.mp3";"номер, комната, помещение, место, размещать, занимать комнату"
"759";"round";"|raʊnd|";"|raʊnd|";"./sound/us/round.mp3";"./sound/uk/round.mp3";"круглый, вокруг, кругом, вокруг, кругом, по, раунд, тур, круг, округлять"
"760";"routine";"|ruːˈtiːn|";"|ruːˈtiːn|";"./sound/us/routine.mp3";"./sound/uk/routine.mp3";"рутинный, обычный, текущий, шаблонный, рутина, распорядок, шаблон"
"761";"row";"|rəʊ|";"|rəʊ|";"./sound/us/row.mp3";"./sound/uk/row.mp3";"ряд, ссора, спор, шум, ряд домов, улица, гвалт, грести, скандалить, шуметь, отчитывать"
"762";"rule";"|ruːl|";"|ruːl|";"./sound/us/rule.mp3";"./sound/uk/rule.mp3";"правило, правление, власть, норма, править, управлять, господствовать"
"763";"sad";"|sæd|";"|sæd|";"./sound/us/sad.mp3";"./sound/uk/sad.mp3";"печальный, грустный, унылый, тяжелый, минор"
"764";"safe";"|seɪf|";"|seɪf|";"./sound/us/safe.mp3";"./sound/uk/safe.mp3";"безопасный, в безопасности, надежный, сейф, несгораемый шкаф, холодильник"
"765";"salad";"|ˈsæləd|";"|ˈsæləd|";"./sound/us/salad.mp3";"./sound/uk/salad.mp3";"салат, зелень"
"766";"same";"|seɪm|";"|seɪm|";"./sound/us/same.mp3";"./sound/uk/same.mp3";"то же, тот же, та же, так же, то же самое, одинаковый"
"767";"sandwich";"|ˈsænwɪtʃ|";"|ˈsæn(d)wɪdʒ|";"./sound/us/sandwich.mp3";"./sound/uk/sandwich.mp3";"бутерброд, сандвич, многослойный, помещать посередине"
"768";"saturday";"|ˈsætərdeɪ|";"|ˈsætədeɪ|";"./sound/us/saturday.mp3";"./sound/uk/saturday.mp3";"суббота"
"769";"say";"|seɪ|";"|seɪ|";"./sound/us/say.mp3";"./sound/uk/say.mp3";"говорить, сказать, утверждать, слово, мнение, высказывание, влияние"
"770";"saying";"|ˈseɪɪŋ|";"|ˈseɪɪŋ|";"./sound/us/saying.mp3";"./sound/uk/saying.mp3";"поговорка, присказка, присловье"
"771";"scenery";"|ˈsiːnərɪ|";"|ˈsiːn(ə)rɪ|";"./sound/us/scenery.mp3";"./sound/uk/scenery.mp3";"пейзаж, декорации"
"772";"school";"|skuːl|";"|skuːl|";"./sound/us/school.mp3";"./sound/uk/school.mp3";"школа, обучение, класс, школить, обучать, приучать, школьный, учебный"
"773";"scissors";"|ˈsɪzərz|";"|ˈsɪzəz|";"./sound/us/scissors.mp3";"./sound/uk/scissors.mp3";"ножницы"
"774";"score";"|skɔːr|";"|skɔː|";"./sound/us/score.mp3";"./sound/uk/score.mp3";"счет, партитура, количество очков, вести счет, выигрывать, засчитывать"
"775";"screen";"|skriːn|";"|skriːn|";"./sound/us/screen.mp3";"./sound/uk/screen.mp3";"экран, сито, ширма, кино, грохот, завеса, экранировать, грохотить, экранизировать"
"776";"sea";"|siː|";"|siː|";"./sound/us/sea.mp3";"./sound/uk/sea.mp3";"море, волнение, волна, прилив, морской, приморский"
"777";"season";"|ˈsiːzn|";"|ˈsiːz(ə)n|";"./sound/us/season.mp3";"./sound/uk/season.mp3";"сезонный, сезон, время года, время, приправлять, сушить"
"778";"seat";"|siːt|";"|siːt|";"./sound/us/seat.mp3";"./sound/uk/seat.mp3";"сиденье, место, местонахождение, билет, сидеть, усаживать, вмещать, сажать"
"779";"seaweed";"|ˈsiːwiːd|";"|ˈsiːwiːd|";"./sound/us/seaweed.mp3";"./sound/uk/seaweed.mp3";"морская водоросль"
"780";"second";"|ˈsekənd|";"|ˈsek(ə)nd|";"./sound/us/second.mp3";"./sound/uk/second.mp3";"второй, другой, второй, секунда, вторым номером, подкреплять"
"781";"secret";"|ˈsiːkrət|";"|ˈsiːkrɪt|";"./sound/us/secret.mp3";"./sound/uk/secret.mp3";"тайный, секретный, потайной, скрытый, тайна, секрет, загадка"
"782";"security";"|səˈkjʊrətɪ|";"|sɪˈkjʊərɪtɪ|";"./sound/us/security.mp3";"./sound/uk/security.mp3";"безопасность, обеспечение, защита, охрана, надежность, залог, гарантия, уверенность"
"783";"see";"|siː|";"|siː|";"./sound/us/see.mp3";"./sound/uk/see.mp3";"престол, епархия, видать, увидеть, видеть, видеться"
"784";"sentence";"|ˈsentəns|";"|ˈsent(ə)ns|";"./sound/us/sentence.mp3";"./sound/uk/sentence.mp3";"предложение, приговор, изречение, приговорить, приговаривать, осуждать"
"785";"separate";"|ˈseprət|";"|ˈseprət|";"./sound/us/separate.mp3";"./sound/uk/separate.mp3";"отдельный, отделяться, разделяться, отдельный оттиск"
"786";"separated";"|ˈsepəˌretəd|";"|ˈsepəreɪtɪd|";"./sound/us/separated.mp3";"./sound/uk/separated.mp3";"разделенный, раздельный, отделенный, разведенный"
"787";"september";"|sepˈtembər|";"|sepˈtembə|";"./sound/us/september.mp3";"./sound/uk/september.mp3";"сентябрь, сентябрьский"
"788";"series";"|ˈsɪriːz|";"|ˈsɪəriːz|";"./sound/us/series.mp3";"./sound/uk/series.mp3";"серия, ряд, цикл, цепь, группа, выпуск, комплект, круг, система, свита, отдел"
"789";"service";"|ˈsɜːrvɪs|";"|ˈsɜːvɪs|";"./sound/us/service.mp3";"./sound/uk/service.mp3";"обслуживание, служба, обслуживать, случать, служебный"
"790";"serving";"|ˈsɜːrvɪŋ|";"|ˈsɜːvɪŋ|";"./sound/us/serving.mp3";"./sound/uk/serving.mp3";"порция, подача, отбывание, вручение, доза, служащий для подачи"
"791";"set";"|set|";"|set|";"./sound/us/set.mp3";"./sound/uk/set.mp3";"набор, комплект, сет, установившийся, устанавливать, заходить"
"792";"shave";"|ʃeɪv|";"|ʃeɪv|";"./sound/us/shave.mp3";"./sound/uk/shave.mp3";"бритье, стружка, щепа, мистификация, обман, брить, бриться, побриться, обрить, строгать"
"793";"she";"|ʃiː|";"|ʃɪ|";"./sound/us/she.mp3";"./sound/uk/she.mp3";"она, та, которая, женщина, самка"
"794";"shining";"|ˈʃaɪnɪŋ|";"|ˈʃaɪnɪŋ|";"./sound/us/shining.mp3";"./sound/uk/shining.mp3";"блестящий, сияющий, яркий, великолепный, сияние"
"795";"shoes";"|ˈʃuːz|";"|ʃuːz|";"./sound/us/shoes.mp3";"./sound/uk/shoes.mp3";"обувь"
"796";"shop";"|ʃɑːp|";"|ʃɒp|";"./sound/us/shop.mp3";"./sound/uk/shop.mp3";"магазин, цех, мастерская, делать покупки, цеховой"
"797";"shopping";"|ˈʃɑːpɪŋ|";"|ˈʃɒpɪŋ|";"./sound/us/shopping.mp3";"./sound/uk/shopping.mp3";"делать покупки, сажать в тюрьму, присматриваться к товарам"
"798";"short";"|ʃɔːrt|";"|ʃɔːt|";"./sound/us/short.mp3";"./sound/uk/short.mp3";"короткий, краткий, коротко, кратко, резко, короткое замыкание"
"799";"shorter";"|ˈʃɔːrtər|";"|ˈʃɔːtə|";"./sound/us/shorter.mp3";"./sound/uk/shorter.mp3";"краткий, короче"
